id,tenant_id,category_id,name,description,price,created_at,image_url,image_ext,name_localized,description_localized,sku,tax_group_reference,is_sold_by_weight,is_active,is_stock_product,cost,barcode,preparation_time,calories,walking_minutes_to_burn_calories,is_high_salt,meta,active,category_reference,ingredients_en,ingredients_ar,allergens,fat_g,carbs_g,protein_g,sugar_g,sodium_mg,serving_size,pos_visible,online_visible,delivery_visible,spice_level,packaging_fee,image_white_url,image_beauty_url,talabat_reference,jahez_reference,vthru_reference,nutrition,salt_g
96a26c34-783e-4f62-a9ad-15898a2307df,f8578f9c-782b-4d31-b04f-3b2d890c5896,e6f93938-f0ea-4bac-b2a2-1ea2f024f606,HOT | White Chocolate,,1.950,2025-09-07 14:07:03.250527+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1732553771_9d932936-86c3-424b-b718-fe151ab785ac.jpg,,وايت تشوكولت,,PHT-124,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
944e186e-675f-4ab6-83e1-62af5c8654e4,f8578f9c-782b-4d31-b04f-3b2d890c5896,cb2eb7fb-737f-47a7-a6f2-2a3d0934d465,HOT | White Cacao Latte,,2.200,2025-09-07 14:07:03.431125+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1732547181_9d9301ee-3551-4bf2-bccc-9de4fba76107.png,,وايت ككاو لاتيه,,PHT-123,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
00610920-16d5-4b0c-8303-165aedc952b5,f8578f9c-782b-4d31-b04f-3b2d890c5896,22bcad37-8b9f-4cf4-8f07-a8b353dd7d60,Mafroka,,1.500,2025-09-07 14:07:03.790282+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1752648102_9f6704c1-edf6-4c7c-9f42-b16f19087fe7.jpg,,مفروكة,,PSN-152,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
04914f3b-8502-4767-9fca-aaa099d0358e,f8578f9c-782b-4d31-b04f-3b2d890c5896,806f8a0e-5cdd-46a9-a8d6-15c0df7c1af1,Rawdatain | Sparkling Water,,0.500,2025-09-07 14:07:07.209599+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1755517180_9fa9d1cb-b37a-4f70-8f04-b19e02133045.jpg,,مياه غازية | الروضتين,,PWJ-102,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
e85a9bb1-0c77-4ad7-b36d-1db4b9e47ddc,f8578f9c-782b-4d31-b04f-3b2d890c5896,924d5aa1-0a43-4234-aa26-b5e83dfa1068,Halloumi Sandwich,,1.750,2025-09-07 14:07:21.806498+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1695283305_9a2f63ec-570a-47cf-a347-f90a372be075.png,,سندويتش الحلوم والمشروم,,PSD-104,,false,,false,0.000,,,324,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
7d1c8ce4-7466-48a0-a43f-1087739f99e4,f8578f9c-782b-4d31-b04f-3b2d890c5896,e6f93938-f0ea-4bac-b2a2-1ea2f024f606,Sahlab,,1.500,2025-09-07 14:07:12.093647+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1700738658_9aae685b-e389-48be-8435-547ce8c20b00.jpeg,,سحلب,,PHT-119,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
0689c0c6-e317-43df-8316-425ffa7b4043,f8578f9c-782b-4d31-b04f-3b2d890c5896,100c8989-860a-4727-a5ba-77da8cb5f2dd,ICED | Cold Foam Americano,,1.500,2025-09-07 14:07:12.26995+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1696930820_9a55bfe0-12f7-4ccc-9262-21ba743e2bf5.jpeg,,كولد فوم أمريكانو,,PIC-117,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
211e408f-54a1-47af-9183-54984c2ac2f3,f8578f9c-782b-4d31-b04f-3b2d890c5896,22bcad37-8b9f-4cf4-8f07-a8b353dd7d60,Mixed Nuts,,0.950,2025-09-07 14:07:13.376898+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1740306533_9e47ab45-4548-4132-a5be-4a72cc96ae3f.png,,مكسرات مشكًلة,,PSN-127,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
5cfe13e5-3add-44a3-89ed-a6f079bc37ea,f8578f9c-782b-4d31-b04f-3b2d890c5896,be2cb66f-3612-48f2-abbf-731afcda4112,ICED | Chemex,,2.000,2025-09-07 14:07:13.73042+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1696163451_9a43e200-1acb-4a91-a17f-1482f29a86e7.png,,كيمكس مثلج,,PSC-103,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
7c40ebe4-7805-4fe2-a96b-4e11a092298d,f8578f9c-782b-4d31-b04f-3b2d890c5896,be2cb66f-3612-48f2-abbf-731afcda4112,ICED | V60,,1.950,2025-09-07 14:07:13.928859+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1696163482_9a43e22f-5246-4acd-8140-9907bd1780d2.png,,في ٦٠ - مثلج,,PSC-107,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
6140a617-a983-40a8-b1ee-fa65e2df892f,56ac557e-589d-4602-bc9b-946b201fb6f6,ac55b476-3c4f-4495-afda-a3dd68ad6b36,Ghoraiba with Cardamom,,1.000,2025-09-06 13:30:03.246657+00,https://storage.googleapis.com/smart-order-assets-me-central1-715493130630/tenants%2F56ac557e-589d-4602-bc9b-946b201fb6f6%2Fproducts%2F1757341288675-ChatGPT_Image_Sep_6_2025_03_49_39_PM.png,,غريبة بالهيل,,,,false,,false,0.000,,,,,false,"{""extra_images"": []}",true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
b1a43d9a-9f72-4cff-8b10-127a7c0bca23,f8578f9c-782b-4d31-b04f-3b2d890c5896,100c8989-860a-4727-a5ba-77da8cb5f2dd,ICED | Americano (L),,1.300,2025-09-07 14:07:03.979985+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1729156939_9d441283-aa14-46ec-93ed-f00d3fd81d94.png,,أمريكانو مثلجة,,PIC-105,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
62bd6209-5832-4f66-9bd0-92f3eabc2fcb,56ac557e-589d-4602-bc9b-946b201fb6f6,ac55b476-3c4f-4495-afda-a3dd68ad6b36,Luqaimat with Casturd,,0.000,2025-09-06 13:29:07.751344+00,https://storage.googleapis.com/smart-order-assets-me-central1-715493130630/tenants%2F56ac557e-589d-4602-bc9b-946b201fb6f6%2Fproducts%2F1757168422079-ChatGPT_Image_Sep_6_2025_03_54_17_PM.png,,لقيمات بالكاسترد,,,,false,,false,0.000,1,,,,false,"{""extra_images"": []}",true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
004067d1-7b58-445c-8c9f-5bcc14974aa2,f8578f9c-782b-4d31-b04f-3b2d890c5896,574752a3-f17f-4d2c-9502-e01f24d119d7,Croissant | Bites & Dip,,1.750,2025-09-07 14:07:01.558848+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1745132980_9eb80b22-ee5b-4450-b968-9c8ca18a29a7.jpg,,,,PCR-111,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
1b663742-89df-422c-806b-330c22caab9a,f8578f9c-782b-4d31-b04f-3b2d890c5896,22bcad37-8b9f-4cf4-8f07-a8b353dd7d60,Peanut Butter Protein Bar,,1.250,2025-09-07 14:07:01.356737+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1745309594_9ebc27d6-77a4-4b02-96fe-715ce8cb9766.jpg,,لوح بروتين | زبدة الفول السوداني,,PSN-144,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
cffb99a8-ad88-46f1-9333-e527c5a32da6,f8578f9c-782b-4d31-b04f-3b2d890c5896,22bcad37-8b9f-4cf4-8f07-a8b353dd7d60,Fancy Nuts & Fruits,,0.350,2025-09-07 14:07:05.897228+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1753620969_9f7dab7e-6821-4245-83d4-ccfcaa769618.jpg,,,,PSN-157,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
420086b0-4b99-4ad4-ab15-e32699b00411,f8578f9c-782b-4d31-b04f-3b2d890c5896,100c8989-860a-4727-a5ba-77da8cb5f2dd,Tower Drip (L),,1.850,2025-09-07 14:07:05.130439+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1729157176_9d4413ed-3817-498a-9cbc-9bc17d3565d1.png,,تاور دريب,,PIC-100,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
fdcc5852-955f-4773-8671-30bfa5257b43,f8578f9c-782b-4d31-b04f-3b2d890c5896,924d5aa1-0a43-4234-aa26-b5e83dfa1068,4 Cheese Sandwich,,1.500,2025-09-07 14:07:05.509277+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1728898477_9d3e0df5-8810-430c-ae92-4983b8e5628b.jpg,,ساندويتش الأجبان الأربعة,,PSD-105,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
6f997f5f-e85e-4b83-b046-5c3a9f4cc58c,f8578f9c-782b-4d31-b04f-3b2d890c5896,806f8a0e-5cdd-46a9-a8d6-15c0df7c1af1,Voss | Still Water,,0.750,2025-09-07 14:07:05.698533+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1728565517_9d364d5d-9674-4f63-8921-0f08f4d67555.jpg,,مياه معدنية | فوس,,PWJ-108,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
b7fbdf59-bc58-457e-9b56-e1cf9fb8f7ad,f8578f9c-782b-4d31-b04f-3b2d890c5896,6a60e031-f129-4f25-b7d9-eb57423c66f2,Rio Passionfruit,fresh passion fruit with mint leaves and soda,2.000,2025-09-07 14:07:18.246243+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1695044212_9a29d2d1-2429-4b21-9585-207a4d1e9b97.png,,ريو باشن فروت,مشروب الباشن فروت الطازجة مع اوراق النعناع والصودا,PBR-106,,false,,false,0.000,PBR-106,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
99f8a501-a6fb-4f1a-b329-1630d37d26f5,f8578f9c-782b-4d31-b04f-3b2d890c5896,806f8a0e-5cdd-46a9-a8d6-15c0df7c1af1,QminC | Ginger with Honey,,0.700,2025-09-07 14:07:06.26876+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1728566046_9d365083-d8b8-41ce-8d1d-e7dacbfdf2ab.png,,شراب الزنجبيل والعسل - كيومن سي,,PWJ-107,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
228d96a7-dbb4-495d-b245-f6291d4752b1,f8578f9c-782b-4d31-b04f-3b2d890c5896,806f8a0e-5cdd-46a9-a8d6-15c0df7c1af1,QminC | Curcumin & Lemon,,0.700,2025-09-07 14:07:06.460448+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1728566095_9d3650cf-1b52-4239-8e12-55be3c81c9d5.png,,شراب الليمون بالكركم - كيو من سي,,PWJ-105,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
57c2ab80-5a7e-40a9-b95f-55129a65d074,f8578f9c-782b-4d31-b04f-3b2d890c5896,22bcad37-8b9f-4cf4-8f07-a8b353dd7d60,Upside Down Cheesecake,,2.250,2025-09-07 14:07:08.148579+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1722863441_9cb18a57-30f0-48a5-9893-7facb700683e.png,,تشيز كيك المقلوبة,,PSN-161,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
4b1ce153-6abf-4e30-aed5-c2eb43796fb1,f8578f9c-782b-4d31-b04f-3b2d890c5896,22bcad37-8b9f-4cf4-8f07-a8b353dd7d60,Tiramisu,,2.500,2025-09-07 14:07:08.337687+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1722863301_9cb18982-9f63-48b7-9f41-e6357c0f6691.png,,تيراميسو,,PSN-160,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
025a8d22-2510-447f-a1d4-406471579c13,f8578f9c-782b-4d31-b04f-3b2d890c5896,22bcad37-8b9f-4cf4-8f07-a8b353dd7d60,Triple Chocolate Mousse,,1.850,2025-09-07 14:07:08.536893+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1722863405_9cb18a20-4904-4aac-8758-23f371680a7d.png,,موس الشوكولاته الثلاثية,,PSN-159,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
9560b01b-cb79-4762-923d-e58505383841,f8578f9c-782b-4d31-b04f-3b2d890c5896,22bcad37-8b9f-4cf4-8f07-a8b353dd7d60,Tres Leches Cake,,1.750,2025-09-07 14:07:08.736741+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1722863330_9cb189ae-09a0-4bb2-9b9f-4e9afaf7517e.png,,تريليشا,,PSN-158,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
23e9e6ca-aa87-480b-bd8d-cf77847b7452,f8578f9c-782b-4d31-b04f-3b2d890c5896,19b1b70e-7e3a-46e3-a717-538dd48d94bd,ICED | Sweet Milk FF-16oz,,1.650,2025-09-07 14:07:08.920213+00,,,حليب محلى مثلج | كبير,,FF-002,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
2f3f5bc3-8ea0-4844-9e1b-a2414cecd65b,f8578f9c-782b-4d31-b04f-3b2d890c5896,574752a3-f17f-4d2c-9502-e01f24d119d7,Danish | Zaatar,,0.750,2025-09-07 14:07:10.209721+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1712391701_9bbdb9e8-a3cb-439d-b9e5-f28dc89edab8.png,,دانش زعتر,,PCR-114,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
ca8f9c3b-fc32-4e48-aa02-0c8fd7c1a71c,f8578f9c-782b-4d31-b04f-3b2d890c5896,22bcad37-8b9f-4cf4-8f07-a8b353dd7d60,Chocolate Muffin,,1.250,2025-09-07 14:07:10.590283+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1726570375_9d07d963-d513-412c-ae06-d4d2bdf1eb2d.png,,مافن كاكاو,,PSN-155,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
82bdd8aa-b84c-4377-b543-7be4f7551ffd,f8578f9c-782b-4d31-b04f-3b2d890c5896,22bcad37-8b9f-4cf4-8f07-a8b353dd7d60,Umm Ali,,1.350,2025-09-07 14:07:10.778515+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1740643364_9e4f82f1-341e-4625-8d8b-01005cd1275e.jpg,,ام علي,,PSN-150,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
4e65bf24-6a98-4458-bffe-ec88ec2a846b,f8578f9c-782b-4d31-b04f-3b2d890c5896,d029a421-ab56-41be-a90f-634115322626,Matcha Pistachio Frappe,,2.000,2025-09-07 14:07:17.328464+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1754993078_9f9d9de7-6424-4548-8c7f-d9ed0acc3d0e.jpg,,فراب الماتشا والفستق,,FRP-101,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
2fdd4088-f3ad-4391-87a6-0e7160ca240c,56ac557e-589d-4602-bc9b-946b201fb6f6,b4c346d6-ebcc-4455-8fd1-1cc08ef89c05,Mocha,,2.000,2025-09-07 13:17:53.067508+00,https://storage.googleapis.com/smart-order-assets-me-central1-715493130630/tenants%2F56ac557e-589d-4602-bc9b-946b201fb6f6%2Fproducts%2F1757339112824-ChatGPT_Image_Sep_7_2025_02_56_37_PM.png,,موكا,,,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
c61d0ca0-55a1-4056-b765-58e02162d74f,f8578f9c-782b-4d31-b04f-3b2d890c5896,6a60e031-f129-4f25-b7d9-eb57423c66f2,Mango Peach Lemonade,"Fresh mango, peach and lime drink with soda",1.750,2025-09-07 14:07:18.437012+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1695043669_9a29cf93-c87c-4afe-b246-a08a44879320.png,,مانجو خوخ ليموناضة,مشروب المانجو والخوخ والليمون الطازج مع الصودا,PBR-103,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
92d9d895-1b0c-4ec1-ad3f-9e2ad1b71385,f8578f9c-782b-4d31-b04f-3b2d890c5896,22bcad37-8b9f-4cf4-8f07-a8b353dd7d60,Cream Brulee,,1.250,2025-09-07 14:07:18.616342+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1696162357_9a43db7b-5ba7-442b-8155-e630c1794b90.png,,كريم بروليه,,PSN-109,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
14e95a78-faef-48f6-9bd0-7d467d86571e,f8578f9c-782b-4d31-b04f-3b2d890c5896,cb2eb7fb-737f-47a7-a6f2-2a3d0934d465,Turkish Coffee,,1.250,2025-09-07 14:07:18.797921+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1695042710_9a29c9dd-4327-468f-a00b-1fd309e5d060.png,,قهوة تركية,,PHT-117,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
a4342005-797c-4f41-9d5c-84913d07d0bb,f8578f9c-782b-4d31-b04f-3b2d890c5896,354c4c69-c005-4a9d-aa6e-c71552545f57,Box | Cream Brulee,,8.000,2025-09-07 14:07:02.150504+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1741162595_9e5b99cc-d294-43ed-9814-b4e96d1f7bc7.jpg,,,,PPT-111,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
0fe5d967-a9c1-4884-ae0c-16a963e58730,f8578f9c-782b-4d31-b04f-3b2d890c5896,354c4c69-c005-4a9d-aa6e-c71552545f57,Mixed Box | Umm Ali & Cream Brulee,,8.000,2025-09-07 14:07:02.331293+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1741162614_9e5b99e9-e7b4-4d63-8e45-07f9ec9dd7c9.jpg,,,,PPT-112,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
5b9528ca-e344-4ae5-aaee-b444d02a7477,f8578f9c-782b-4d31-b04f-3b2d890c5896,22bcad37-8b9f-4cf4-8f07-a8b353dd7d60,6Pcs | Mini Cookies,,0.950,2025-09-07 14:07:12.449556+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1704804727_9b0d1404-837a-4523-b0b2-4a99d8c82439.png,,,,PSN-138,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
c0d32e04-abd0-472f-9514-434e8beab6ec,f8578f9c-782b-4d31-b04f-3b2d890c5896,100c8989-860a-4727-a5ba-77da8cb5f2dd,ICED | Latte (L),,1.650,2025-09-07 14:07:04.758338+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1729157076_9d441354-f5b2-48fa-b6e3-f7eec4478b42.png,,لاتيه مثلجة,,PIC-115,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
2269a3fc-2e67-4739-a587-0f2b6487b35e,f8578f9c-782b-4d31-b04f-3b2d890c5896,100c8989-860a-4727-a5ba-77da8cb5f2dd,ICED | Vanilla Shaken (L),,1.850,2025-09-07 14:07:04.949794+00,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1729157101_9d44137a-87cc-4e79-9e5e-ec8fa26c7144.png,,فانيلا شيكن مثلجة,,PIC-120,,false,,false,0.000,,,,,false,{},true,,,,[],0.000,0.000,0.000,0.000,,,true,true,true,,0.000,,,,,,,0.000
